topic,idx,q,a,context,datatype,attitude,group
职业,27799,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,哈哈，高攀了，平时我们都自称“码奴”甚至“码碱基”那敢农民工，那是高攀了。,1,0,0,新生代农民工
职业,25748,“农民工”，“新生代农民工”的称呼是否具有歧视性？,看到这个实在没有办法调侃自己。,0,0,0,工人农民
职业,27402,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,张华考上了北京大学；李萍进了中等技术学校；我在百货公司当售货员：我们都有光明的。,1,0,0,新生代农民工
职业,24717,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,主观臆断的提问者在我看来，当斩。,0,2,3,工人
职业,25096,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,这只是现在流行的自嘲体吧，没必要过分解读。,0,0,0,工人
职业,27893,为什么很多人认为程序员的情商偏低？,有还是有的，不过高情商的也有，我们公司好多程序员有女朋友，还有的都结婚了。,1,1,2,程序员
职业,28011,我成为程序员后感觉情商变低，怎么办？,话不多说，就一张图，微博转来的,0,0,0,程序员
职业,27791,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,哇哇哇哇！ 郭嘉不需要农民工润国外喽！,0,0,0,新生代农民工
职业,26668,护理专业的学生不想当护士怎么办？,机缘巧合我认识了某县医院一个普外科主任。,0,0,0,护理职业
职业,25905,“农民工”，“新生代农民工”的称呼是否具有歧视性？,曾经与家长有过矛盾，被怼：“你一个教书的，狂什么狂”鄙视链的存在，是客观事实，无法断绝的。,0,0,0,工人农民
职业,25836,“农民工”，“新生代农民工”的称呼是否具有歧视性？,拿户籍说事，还强调信息技术，还强调新生代。,0,1,3,工人农民
职业,26682,护理专业的学生不想当护士怎么办？,转行不易，且行且珍惜。,0,0,0,护理职业
职业,24738,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,知乎的钓鱼水平有待提高。,0,0,0,工人
职业,25476,明明是工人自愿去工厂为什么说是资本家压榨工人呢？,资本家可以选择当资本家，可以选择当工人，也可以选择啥都不当就靠手上现有的钱生活，但是工人只能选择当工人。,0,1,3,工人
职业,25036,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,因为你没有统战价值了。,1,1,3,工人
职业,24596,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,中国言论环境永远双标，物价上涨，专家:这叫经济学规律，流动性上涨，稀缺性变动，市场自我调节，自行反馈机制。,0,2,3,工人
职业,25112,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,以前叫单身汉，现在叫单身狗；以前叫追求者，现在叫舔狗；以前叫作者，现在叫码字狗。,0,1,3,码农/程序员/工人
职业,24706,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,没有啊，我们厂子很多人挖门盗洞的想来呢。,1,1,3,工人
职业,26956,护理职业真的有多累？,真的特别累啊，现在百分之九八的同学都希望重新选择。,1,1,3,护理职业
职业,27742,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,不是门槛低，而是地位低，懂？,1,2,1,新生代农民工/程序员
职业,28368,为什么我们总是普遍一边宣扬职业平等，反对社会达尔文，而一边又鼓励孩子好好学习，找一个好工作？,个人浅见，中国在思想领域还没有让市场化和社会主义核心价值观达到逻辑上的自洽和发展中完成对于自我的完整认知。,1,2,2,职业歧视
职业,25187,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,大家对此已经展开了较多的讨论，基于本人对德国机械制造相关企业的研究，从学术的角度对上述问题进行说明。,0,0,0,工人
职业,27508,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,只看问题标题，就全是亮点，自诩IT民工和码农的人们，现在不用自诩了。,0,1,2,新生代农民工
职业,27319,为什么我国部分理科生会看不起文科生？,本人文科生，确实因为文科只要背看起来比理科简单，就选择了文科。,0,2,2,文理科
职业,26482,为什么大家都不愿意学护理？,反过来说为什么要学护理，人总是现实的，要生活的，你以为都是像电视里那样天生热爱牺牲奉献吗？,0,2,2,护理职业
职业,24639,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,不是不愿意进工厂，而是不愿意做流水线。,1,1,2,工人
职业,24897,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,以前只有国企，国企工人收入不错、地位高，去当工人的人自身水平都不差。,0,1,2,工人
职业,28082,我成为程序员后感觉情商变低，怎么办？,要是你听到我是程序员之后没有叫我帮你装系统的话我或许情商会高一点。,1,2,2,程序员
职业,26891,护理专业的学生不想当护士怎么办？,专科护士，今年毕业，现在在某三甲医院的辅助岗位，周末双休。,0,0,0,护理职业
职业,25231,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,我不知道啊，可能是福利，工作量，业余时间，三者平衡吧。,1,0,0,工人
职业,25472,明明是工人自愿去工厂为什么说是资本家压榨工人呢？,看了不少回答，不过瘾，自己写一个。,0,0,0,工人
职业,26511,为什么大家都不愿意学护理？,写了一大段抱怨的话还是删除了，总结下来我不建议大家学护理有这几点原因：1、工作晋升渠道窄，基本上没什么能往上升的空间。,0,1,3,护理职业
职业,27721,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,1，编程本来就很好学，反而什么修车水电工厨师这样的比编程难学多了。,1,1,2,新生代农民工
职业,27887,为什么很多人认为程序员的情商偏低？,我讨厌别人说程序猿情商偏低，你怎么知道别人本就想这样对你，还是他不会说话。,0,2,3,程序员
职业,24764,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,大人，时代变了。 现在人获取信息能力强多了，没那么好忽悠了。,1,0,0,工人
职业,27624,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,意味着农民工逐渐代表先进生产力了啊。,1,1,3,新生代农民工
职业,28138,我成为程序员后感觉情商变低，怎么办？,大环境使程序员大多有一些自豪感，觉得自己能完全靠自己生存。,0,1,2,程序员
职业,24735,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,上次我回答一个关于扩招的问题，我希望有一天所有人都可以接受好的教育，至少是过硬的职业教育。,0,0,0,工人
职业,26659,你为什么热爱护士这份职业?,我连说服自己继续干下去的勇气都没有，还敢说热爱？,0,0,0,护理职业
职业,25588,明明是工人自愿去工厂为什么说是资本家压榨工人呢？,明明是你自己把毒空气吸进自己的肺里面的，为什么要怪我把脏空气排出来呢？,1,0,0,工人
职业,26471,为什么大家都不愿意学护理？,写完说吧，你读了三年四年甚至很多年书，以后工作第一件事就是给老变态们洗丁丁。,0,1,3,护理职业
职业,26960,护理职业真的有多累？,三班倒，大夜早上八点下班，但是通常会上到接近十点才能下班，然后回家吃个不知道早饭还是午饭的饭后睡觉。,0,1,3,护理职业
职业,27868,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,是的，it产业本质是劳动密集型，门槛低对整个行业有好处。,0,2,2,新生代农民工/程序员
职业,24751,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,江苏苏州某厂，署名****科技有限公司，招本科应届生进去当一线工。,0,0,0,工人
职业,27610,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,农民？ 我觉得我没有资格好吧，我们是无产阶级。,1,1,3,新生代农民工
职业,24699,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,工厂破产国家会阻止不是因为担心缺了那工厂的生产力。,0,0,0,工人
职业,26646,作为男生学护理真的是会有一个很好的发展吗？,很好啊，我觉得在一定程度上是很吃香的。,1,1,2,护理职业
职业,26678,护理专业的学生不想当护士怎么办？,我的情况和你比较类似，我也是天生的慢性子，不止一位带教老师说过我不适合干护士。,1,0,0,护理职业
职业,27645,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,官方认证后，父亲和我都是农民工了，哈哈哈。,1,2,2,新生代农民工
职业,27217,为什么我国部分理科生会看不起文科生？,理科生之所以会看不起文科生，可能还是在学校阶段的认知差异造成的，对于绝大数文科生来说，选择文科的原因。,0,1,2,文理科
职业,25953,“农民工”，“新生代农民工”的称呼是否具有歧视性？,请问以后讨加班费要钱的时候可以算在农民工讨薪里面吗？,0,0,0,工人农民
职业,27331,为什么我国部分理科生会看不起文科生？,强答一波。 真的，别再歧视文科了，看看中国的文化软实力，看看中国的文化输出，再看看你们看的影视剧，心里还没点数吗？,0,2,2,文理科
职业,25754,“农民工”，“新生代农民工”的称呼是否具有歧视性？,歧视不歧视其实起初和名词没关系。,1,0,0,工人农民
职业,28061,我成为程序员后感觉情商变低，怎么办？,我身边认识的程序猿都能说会道，他们中既有已经工作的，也有在读硕士，也有在读博士，也有在读本科生，他们都不木讷呀。,0,1,2,程序员
职业,26239,为什么「工人」和「农民」成了不体面的代名词？,工人工资没有管理人员高。,0,1,3,工人农民
职业,27965,我成为程序员后感觉情商变低，怎么办？,这并不是情商低的表现，可能是社交恐惧症吧，情商低的大部分表现都是不会体谅别人，只站在自己的角度看问题,1,1,2,程序员
职业,27475,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,感谢农民工工作司，原来这么多年来有这么个机构一直在默默关心我们这些码农，大雨滂沱的冰冷的夜晚。,0,1,2,新生代农民工
职业,26007,为什么「工人」和「农民」成了不体面的代名词？,这个时代，笑贫不笑娼。,0,2,3,工人农民
职业,25004,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,因为曾经的农业，现在的工业，最后辛苦的都是那一批人，以及那一批人的后代。,1,0,0,工人
职业,26194,为什么「工人」和「农民」成了不体面的代名词？,你去做几天这些工作就知道了，家长都是为你好。,0,0,0,工人农民
职业,26162,为什么「工人」和「农民」成了不体面的代名词？,早先城市需要建设，人民需要吃饱，所以工人叫师傅，农民叫伯伯；后来经过一系列发展，工人叫同志，农民叫兄弟；再后来啊。,0,0,0,工人农民
职业,27451,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,码农不就是民工吗？ 和工地民工的区别就是码农起早贪黑搬的是虚拟砖，而工地搬的是实体砖，这就是新生代民工的含义。,0,1,3,新生代农民工
职业,26951,护理职业真的有多累？,先不说临床实习的八个月没有工资，以后工作中也会遇到各种各样的病人，好的坏的，用我们重庆话来说就是很歪的。,1,2,2,护理职业
职业,26637,作为男生学护理真的是会有一个很好的发展吗？,不要听别人说什么男护发展不行，以后放在那个城市，男护士的发展机会都是比女护士多的，本科出来的男护士哪个医院不要？,0,2,2,护理职业
职业,24947,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,以前是农业国，人民群众里大多数是农民少部分是工人。,1,0,0,工人
职业,26785,护理专业的学生不想当护士怎么办？,考研，考博，然后去医学院当老师。,0,0,0,护理职业
职业,25328,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,社会地位也有一定原因吧！,0,0,0,工人
职业,26828,护理专业的学生不想当护士怎么办？,千万别学护理！ 千万别学护理！,0,1,3,护理职业
职业,25679,明明是工人自愿去工厂为什么说是资本家压榨工人呢？,饥荒年灾民卖儿卖女，易子相食也是自愿。,0,0,0,工人
职业,25027,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,盼望着，盼望着，东风来了，春天的脚步近了。,0,0,0,工人
职业,26155,为什么「工人」和「农民」成了不体面的代名词？,我也不知道，社会的基石（农民）与动力（工人）凭什么处在鄙视链的底端。,0,1,2,工人农民
职业,27237,为什么我国部分理科生会看不起文科生？,文科生总是处在学科鄙视链的最底端，部分理科生话里话外看不起文科生。,0,2,3,文理科
职业,26161,为什么「工人」和「农民」成了不体面的代名词？,有用的时候就拿出来，没用的时候就塞到床底。,1,1,3,工人农民
职业,27412,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,意味着关注重点发生了变化，码农的政治待遇即将提升。,0,1,1,新生代农民工
职业,26809,护理专业的学生不想当护士怎么办？,转专业，考研跨考，平时做自己喜欢的事。,0,0,0,护理职业
职业,27055,知乎里的护士大佬们能回答一下护理研究生毕业后的工作现状嘛？,不是护士大佬，只想说一下自己的感受吧，希望对你有所帮助。,0,2,2,护理职业
职业,27569,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,怎么说呢，虽然，很多互联网从业还在自嘲，曾经自称的“码农”终于得到了“官方认可，但是。,0,2,2,新生代农民工
职业,27139,为什么我国部分理科生会看不起文科生？,你会发现“理科好难我选文科吧”的人数绝逼比“文科好难我选理科吧”的人多。,0,1,2,文理科
职业,25555,明明是工人自愿去工厂为什么说是资本家压榨工人呢？,这个就是所有的资本家组成了资产阶级。,1,0,0,工人
职业,26525,为什么大家都不愿意学护理？,竟然没有看到一个更关键的问题！,0,0,0,护理职业
职业,24986,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,厂狗，是工人们内心对现在工人处境的嘲讽，从这个词语可以看出资本家们把工人压榨得多惨，我曾经进过厂，真的像狗一样。,0,1,3,工人
职业,25852,“农民工”，“新生代农民工”的称呼是否具有歧视性？,我们是无产阶级领导的，新生代农民工也是国家的主人，要是在灯塔国硅谷可是要资本家被剥削的，当新生代农民工为人民富豪作贡献。,0,2,3,工人农民
职业,26430,为什么大家都不愿意学护理？,我是海外护士，没有国内工作经验，以下情况可能不符合国内国情。,0,0,0,护理职业
职业,25189,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,这个问题有毛病吧？ 我没听说过哪个资本主义国家的工人能享受退休制度的，又哪来的德国工人愿意干到退休？,0,2,2,工人
职业,25883,“农民工”，“新生代农民工”的称呼是否具有歧视性？,没有吧，这是不同时代的特征。,1,0,0,工人农民
职业,25140,工人阶级在现在社会的地位到底怎样？,在资本主义国家地位很低，在社会主义国家地位很高。,1,1,2,工人
职业,28634,如何看待职业歧视？有办法解决吗？,我歧视房产中介还有送外卖的，外加坐地起价磨洋工的农民工。,0,2,3,职业歧视
职业,27204,为什么我国部分理科生会看不起文科生？,有些文理都好的理科生也许可以看不起文科生，但是事实上很多理科生理科尚且学的不咋地，却去嘲笑一些文科大佬学文科。,0,2,3,文理科
职业,28244,程序员工作五年后一般怎样了?,首先说下程序员的梦想，你看下你认同不。,0,1,2,程序员
职业,26075,为什么「工人」和「农民」成了不体面的代名词？,因为穷。 说一千道一万，生活水平是靠钱撑起来的，没钱说个jb。,1,2,3,工人农民
职业,27101,为什么我国部分理科生会看不起文科生？,不明白下面答案某些理科生都在秀什么优越，有个答案康德、黑格尔都搬出了…,1,1,2,文理科
职业,27680,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,因为基数大，而且大部分程序员工作是如何降低一些复杂综合性业务的使用门槛，从全手工变成半自动或者全自动。,0,0,0,新生代农民工/程序员
职业,24602,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,你不能否认的是，我们国家的很多工厂还存在剥削的情况。,0,1,2,工人
职业,24998,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,这事就是货币贬值。 八亿农民加入工人行列，实现了真正的平等，真正的改革，也实现了真正的内卷。,0,1,3,工人
职业,28008,我成为程序员后感觉情商变低，怎么办？,如果你周围都是那种闷闷不说话的程序员同事，平时没有任何的娱乐调剂，来了点新需求或者需求变动就负能量满棚。,0,1,3,程序员
职业,25006,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,以前的工人是国企工人，到岗需要介绍信/报到证，然后还要去编办登记，在编在岗，还有行政级别。,0,1,2,工人
职业,26061,为什么「工人」和「农民」成了不体面的代名词？,每个人心中都有一个等级排序，我列几种人，大家自己在心中排个序。,0,0,0,工人农民
职业,27947,我成为程序员后感觉情商变低，怎么办？,你把程序员三个字换成人也完全没有问题,0,0,0,程序员
职业,25198,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,我们公司总部摩擦学部在慕尼黑，随便找个人问一下，基本上都是工龄15年以上。,0,0,0,工人
职业,25086,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,分工人吧，不要代表了全部。,1,2,2,工人
职业,25714,明明是工人自愿去工厂为什么说是资本家压榨工人呢？,是的，我从小到大补课和加班都是自愿的。,0,2,3,工人
职业,26321,人大代表建议倡导媒体不使用「农民工」等语言，「农民工」这一称谓是否存在歧视性？,我们应该好好思考一下。,0,0,0,工人农民
职业,26595,作为男生学护理真的是会有一个很好的发展吗？,其实就是属于捞偏门，没啥大的发展，而且路很长。,1,1,3,护理职业
职业,26546,为什么大家都不愿意学护理？,我前段时间报了护理专业，然后被录了…,0,0,0,护理职业
职业,28444,为什么我们总是普遍一边宣扬职业平等，反对社会达尔文，而一边又鼓励孩子好好学习，找一个好工作？,就看是说给他人听的，还是说给自己听的。,1,2,3,职业歧视
职业,27916,我成为程序员后感觉情商变低，怎么办？,求别再黑程序员了，我现在和别人见面都要说自己是个写小说的人家才愿意和我聊天。,0,2,3,程序员
职业,24775,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,放心，不愿意也得有很多人去做这个事情。,1,0,0,工人
职业,27626,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,外来务工人员渐渐生根，新生代农民工蜂拥进城。,0,0,0,新生代农民工
职业,27097,为什么我国部分理科生会看不起文科生？,谢邀。 首先本人是个理科生，并没有看不起文科生，相反的我觉得文科生很厉害【在选科之前我觉得文科肯定要背很多东西。,0,0,0,文理科
职业,25783,“农民工”，“新生代农民工”的称呼是否具有歧视性？,“新生代农民工”为何有人诧异8月16日，人社部网站发布消息：据2020年北京市外来新生代农民工监测报告。,0,0,0,工人农民
职业,27865,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,程序员门槛挺高的，除了熟练语言要会计组，操作系统，网络，数据库，数据结构算法等，还要会数学和英语。,0,1,1,新生代农民工/程序员
职业,27486,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,只要你不是非农业户籍的户口，即使你是娱乐明星，那你也是农民工呦。,0,1,2,新生代农民工/农民工
职业,27302,为什么我国部分理科生会看不起文科生？,朋友，因为你不是文科生，你还是在用理科生的眼光看文科。,0,2,2,文理科
职业,26065,为什么「工人」和「农民」成了不体面的代名词？,特殊管理模式下的农民和工人只需要稍加训练就可以送上当时的战场保家卫国。,1,1,3,工人农民
职业,24887,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,他向令狐冲道：“今日林家的辟邪剑法平平无奇，而当年林远图前辈以此剑法威震江湖，却是确定不移之事实。,0,0,0,工人
职业,27268,为什么我国部分理科生会看不起文科生？,唱歌画画谁都能上来吼两嗓子，在瞎画两下，但是能画到齐白石，唱到帕瓦罗蒂那个水平的又有几个呢，英语大家都会说hallow。,1,2,3,文理科
职业,24749,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,什么叫“面子？ 在衣着光鲜、环境整洁、不论四季都能西装革里职业套裙的办公室里就算有面子么…,0,0,0,工人
职业,25329,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,因为我们国家在企业当领导的，很少有系统性的学习管理学并且实践它的。,1,0,0,工人
职业,28507,为什么我们总是普遍一边宣扬职业平等，反对社会达尔文，而一边又鼓励孩子好好学习，找一个好工作？,1. 观点，不是用来指导你的行为的；而是为你的行为提供解释与辩护的。,0,0,0,职业歧视
职业,27183,为什么我国部分理科生会看不起文科生？,科普一个冷知识：高中大学以自己是理工科为荣的人，和大学毕业后青公度年的人，往往是同一批人。,0,2,2,文理科
职业,27002,护理职业真的有多累？,怎么说呢，每个职业都不容易，护理是精神压力心里压力比较高。,0,0,0,护理职业
职业,26044,为什么「工人」和「农民」成了不体面的代名词？,资本主义社会，只有一种人体面，就是能让资本快速增殖的人。,0,0,0,工人农民
职业,26342,人大代表建议倡导媒体不使用「农民工」等语言，「农民工」这一称谓是否存在歧视性？,越来越有历史书那味了。,1,1,2,工人农民
职业,26413,为什么大家都不愿意学护理？,怎么说呢，但凡懂的都知道咱中国经济就是些泡沫，分析一下整体经济都不好，供需严重不平衡。,1,0,0,护理职业
职业,28281,程序员工作五年后一般怎样了?,工作五年是个分水岭，大部分程序员从初级工程师成长为中高级工程师，薪资较刚毕业时翻几番。,0,1,2,程序员
职业,27064,知乎里的护士大佬们能回答一下护理研究生毕业后的工作现状嘛？,将之前对医院的条条“控诉”删了，只留最后一段话：最后，个人觉得，要在护理这个专业走下去真的不容易。,0,0,0,护理职业
职业,27457,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,八零到九零后这一波码农，虽然出身在农村，但多半有两个特质：从小学习不错，被周围的人夸过聪明。,0,1,3,新生代农民工
职业,26391,211，985的护理毕业生都在干什么?干的活是不是和中专生没多区别？,我不是985，211的，也就一个普通护理本科的，但是就我所知，我实习期间呆的三甲，本科的也是干着和专科一样的工作啊。,0,0,0,护理职业
职业,26551,为什么大家都不愿意学护理？,连北医的护理本科生，都忙着曲线救国，可见护理不值得了。,1,0,0,护理职业
职业,24753,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,中小型企业会因为资金或监管问题，被逐步淘汰。,1,1,2,工厂/工人
职业,27560,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,希望当地关爱关怀农民工的政策也能兼顾到各位写代码的农民工，比如农民工讨薪，农民工疫情补贴，农民工返乡创业支持。,0,2,2,新生代农民工
职业,27556,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,农村出生，落不了户，可不是新生代农民工么。,1,0,0,新生代农民工
职业,24902,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,没听过这个词。 但听过程序猿，码农，攻城狮，本质不都是打工吗。,0,1,2,程序员/工人
职业,25983,为什么「工人」和「农民」成了不体面的代名词？,金钱社会，按收入决定歧视顺序。,1,2,3,工人农民
职业,27357,为什么我国部分理科生会看不起文科生？,我也是鄙视文科生的理科生的一员。,0,2,3,文理科
职业,28075,我成为程序员后感觉情商变低，怎么办？,多读书，多看报，少说闲话，多睡觉,0,0,0,程序员
职业,25461,明明是工人自愿去工厂为什么说是资本家压榨工人呢？,如果有可能的话，工人更愿意自愿成为资本家。,0,1,3,工人
职业,26813,护理专业的学生不想当护士怎么办？,不想干就不要看，可以毕业考研转行，干其他行业也不要干护士。,0,0,0,护理职业
职业,25446,明明是工人自愿去工厂为什么说是资本家压榨工人呢？,御弟哥哥都献身我佛，何况你我啊。,1,0,0,工人
职业,25756,“农民工”，“新生代农民工”的称呼是否具有歧视性？,自古以来，万般皆下品，唯有做官高，但是现在有些码农的工资比搞金融和公务员还高了，年轻人也渐渐的开始喜欢IT这一行。,0,1,2,工人农民
职业,28613,人们说的职业平等，不能歧视职业之类的话，和那些家长教孩子要努力学习不要去扫大街的话矛盾吗？,完全不会矛盾，我相信大多数父母说这句话并不是歧视某一职业，他们肯定是支持自己孩子既有职业平等观又肯努力上进的。,0,2,2,职业歧视
职业,26466,为什么大家都不愿意学护理？,因为看到这个问题，我脑海里想的是“不愿意”的N个理由，而不是护理专业有多么多么好。,0,0,0,护理职业
职业,25337,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,说说自己的经历吧。 德国不了解，本人在澳洲。,0,0,0,工人
职业,27251,为什么我国部分理科生会看不起文科生？,可能是没人可以看不起，所以找安慰吧。,0,0,0,文理科
职业,26993,护理职业真的有多累？,跑断腿不说，还不讨好，领导嫌弃病人挑刺儿，身体累心更累，所以能转行就转吧。,1,1,3,护理职业
职业,26880,护理专业的学生不想当护士怎么办？,有没有护理跨专业考上别的专业研究生的？,0,0,0,护理职业
职业,25376,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,以前我们上班之后，只要不犯啥错误，勤勤恳恳干活，就有福利分房，医疗还全报。,1,0,0,工人
职业,25780,“农民工”，“新生代农民工”的称呼是否具有歧视性？,事实而已，不是都留不下来么。,1,1,3,工人农民
职业,26468,为什么大家都不愿意学护理？,挺卑微的，垃圾桶一样的存在。,1,2,3,护理职业
职业,27992,我成为程序员后感觉情商变低，怎么办？,情商不是指一个人的情绪管理能力么？,0,0,0,程序员
职业,27888,为什么很多人认为程序员的情商偏低？,作为一个七年的计算机专业学生，整天与代码打交道。,0,0,0,程序员
职业,27090,为什么我国部分理科生会看不起文科生？,当时有人这么说我的，说你们文科不就是背背就可以学会了吗？,0,2,3,文理科
职业,26657,你为什么热爱护士这份职业?,佩服还在一线上班的同学们。,1,0,0,护理职业
职业,24728,九零后都不愿意进工厂当工人了，工厂以后该如何发展呢？,以前有80后不愿意当工人，现在有90后不愿意当工人，再过点时间就会有00后不愿意当工人冒出来。,0,0,0,工人
职业,26288,人大代表建议倡导媒体不使用「农民工」等语言，「农民工」这一称谓是否存在歧视性？,农民工——歧视。 工农兵——？,0,2,3,工人农民
职业,27920,我成为程序员后感觉情商变低，怎么办？,我作为腾讯云的一名非典型程序员，平日里和近千位程序员打过交道，但我作为业余时间也经常给媒体写专栏的半个媒体人。,0,0,0,程序员
职业,27706,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,因为不想资本家多出钱，看着心疼，搞得好像我们的人口红利没了一样。,1,0,0,新生代农民工
职业,25205,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,坐标德国。 在德读博/工作六载。,0,0,0,工人
职业,25775,“农民工”，“新生代农民工”的称呼是否具有歧视性？,《新农民工》。 书读万卷梦纷飞，少小离家何处归。,0,1,2,工人农民
职业,26878,护理专业的学生不想当护士怎么办？,人生有无数可能，现在大学生有几个毕业后从事的工作和本专业关联性比较大呢？,1,0,0,护理职业
职业,27681,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,城市户口还被定义成了农民工，有点不舒服，因为我还没分到地呢…,0,1,2,新生代农民工
职业,27030,本科护理毕业的护士真的是最不好的职业吗？,谁说的，我觉得什么职业度有利有弊，护士累一些，哭一些，但是好找工作，需求一直有，没有什么专业是大学轻松，毕业好找工作。,0,0,0,护理职业
职业,27111,为什么我国部分理科生会看不起文科生？,高赞里有一位匿名用户给出了很好的回答。,0,0,0,文理科
职业,25203,德国工厂的工人为什么愿意在同一家工厂里干一辈子直到退休？,看了不少篇回答，我大概可以总结归纳一下了。,0,0,0,工人
职业,26099,为什么「工人」和「农民」成了不体面的代名词？,在这个时代，尊重来源于钱权。,1,1,3,工人农民
职业,25757,“农民工”，“新生代农民工”的称呼是否具有歧视性？,不请自来，工人农民本来是社会上的不同工种职业而已，在我国却成了划分阶层进行区别对待的标签，城镇户口。,0,1,2,工人农民
职业,27973,我成为程序员后感觉情商变低，怎么办？,再更新一个，程序员相亲也有遇到情商低的对象。,0,0,0,程序员
职业,28479,为什么我们总是普遍一边宣扬职业平等，反对社会达尔文，而一边又鼓励孩子好好学习，找一个好工作？,首先要清楚，这其实并不矛盾，不过是说话的对象不同罢了。,0,2,2,职业歧视
职业,25023,以前厂子都叫工人，现在有些人会把工人叫做厂狗。是什么导致了工人地位直线下降？,以前，996是创业成功的必备素养。,1,0,0,工人
职业,28037,我成为程序员后感觉情商变低，怎么办？,你做了程序员，你听别人说程序员情商低。,0,1,3,程序员
