topic,idx,q,a,context,datatype,attitude,group
性别,6307,始终难以接受LGBT群体，甚至厌恶。深知这样不对，自己也是受过高等教育,本质原因是因为你没有理性地想清楚背后的逻辑：我厌恶苦瓜：可。,0,0,0,性别
性别,9482,怕因生孩子而耽误事业的女性，她们的事业有多好？,我就是要饭滴～～但是，我就是不生孩子，你能拿我咋滴？,1,0,0,女性职业
性别,13133,为什么男性的身体（贞操）不如女性的身体（贞操）珍贵？,相比之下，更多的女性会把性和爱结合在一起，而很多男性却常常会将两者分开。,1,2,2,歧视男性
性别,6851,为什么有些女生会反感「贤惠」这个词？,夸人贤惠原本是好意，但在很多女生心目中，夸人贤惠反而是贬义，令人感到厌恶。,0,2,2,反感贤惠
性别,8435,如何看待女同性恋中的T?,t从跟本上也是女人，也需要疼爱和关心的。,0,1,2,女同性恋
性别,8530,如何看待女同性恋中的T?,我没觉得自己是个男生，只是喜欢一种发型，一类衣服，我也会跟对象撒娇卖萌…,1,2,2,女同性恋
性别,6942,为什么有些女生会反感「贤惠」这个词？,将贤惠换成老实，就好理解多了吧。,0,2,3,反感贤惠
性别,8544,有什么辨别les的方法吗？,1. 眼神交流哈哈哈哈，姬达的充分利用。,0,0,0,女同性恋
性别,12121,作为一名性少数者，你有想哭的时候吗？,当我妈妈知道我是Gay的时候，哭着问我怎么回事，因为我爸去世的早，我和我妈相依为命。,0,0,0,性少数群体
性别,12652,当知道自己是性少数群体后，你做了哪些努力让自己变得更优秀？,个人认为，“知道自己是同性恋，从而更加努力”或许本身就是个伪命题。,0,0,0,性少数群体
性别,10419,想知道以男性视角，家里有位全职太太（家庭主妇）是种什么感受？,妻子是一个全职太太，我工资全部上交。,1,0,0,家庭主妇
性别,7531,如何看待女生不满「男生喜欢温柔贤惠一点的暖妹子」？,昨晚在家搞大扫除，到两点，总算把家里里里外外弄得干干净净。,0,0,0,反感贤惠
性别,6692,如何判断一个妹子是不是女同/双性恋？,喜欢snh的妹子，差不多就是…,0,0,0,双性恋
性别,11389,大学女生成绩普遍比男生好吗，为什么？,这个要看专业的。 你去看看物理数学等需要逻辑思维的。,1,2,2,性别成绩
性别,8918,三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？,一件事就必须有人买单，那么生孩子这件事，国家鼓励，男人也想，可唯独成本几乎全部让女人一个人承担了。,1,2,3,女性职业
性别,12447,当知道自己是性少数群体后，你做了哪些努力让自己变得更优秀？,把圈子变小，把语言变干净，把成绩往上提，把故事往心里收一收，你想要的以后都会有，我能做的只有这些。,0,0,0,性少数群体
性别,8581,有什么辨别les的方法吗？,看了一圈发现一堆中小学生…,0,0,0,女同性恋
性别,8421,如何看待女同性恋中的T?,我这一辈子就想跟一个T好好交朋友，我是男双，偏攻，攻受皆宜。,0,0,0,女同性恋
性别,11531,大学女生成绩普遍比男生好吗，为什么？,因为女人学习考试内容比男人更认真呀。,1,2,2,性别成绩
性别,13003,为什么男性的身体（贞操）不如女性的身体（贞操）珍贵？,这就跟为什么男的睡了很多女人会有人出来炫耀，而女的睡了很多个男人一般不会说一样。,1,2,3,歧视男性
性别,13525,你在什么时候感觉到了社会对男性的歧视？,我不应该假定男性不用来姨妈怀孕生孩子带孩子做家务，就假定男性应该勤奋工作，工作效率比女性高，结果比女性好。,1,1,3,歧视男性
性别,12089,作为一名性少数者，你有想哭的时候吗？,当我告诉我妈说我是Gay。,0,0,0,性少数群体
性别,13358,作为男性，你在什么时候感受到过性别歧视？,招会计，要求性别：女。,0,0,0,歧视男性
性别,13763,既然女权是平权，为什么她们从不正视男性受到的压迫？,麻烦前排男性答主都让一下。,0,0,0,歧视男性
性别,9853,为什么有的人（比如部分 PhD 等高学历者）会对家庭主妇有不屑的情绪？,有可能是因为“他们”没有弄清生活跟艺术／科学的关联，也不够“民主”套用朗西埃的描述。,0,0,0,家庭主妇
性别,6758,为什么有些女生会反感「贤惠」这个词？,我不仅讨厌“贤惠”这个词，甚至还讨厌“能吃苦”这个词，尤其是从喜欢我的男孩子口中说出来。,0,2,3,反感贤惠
性别,6956,为什么有些女生会反感「贤惠」这个词？,因为这个词是利他的，类似的还有善良温柔脾气好。,1,2,2,反感贤惠
性别,11084,现在的性别对立什么时候可以结束？,永远不会结束，只会在其中一方彻底失败的时候，才会稍微降低些烈度。,1,2,3,性别对立
性别,6858,为什么有些女生会反感「贤惠」这个词？,因为某些直男情商真的太低了。,1,1,3,反感贤惠
性别,11729,中国的性别歧视现象严重吗？,如果中国都严重，那除了一部分西欧国家和一些原始母系氏族部落，恐怕没几个国家没有性别歧视了。,0,2,2,性别歧视
性别,13712,女拳真的是歧视男性吗?,真正歧视女性的人其实就是女人自己。,0,2,3,歧视男性
性别,9326,怕因生孩子而耽误事业的女性，她们的事业有多好？,这么说吧，题主可以去看看女强人的家庭情况，包括不限于本公司本单位的一二三把手，中层不算，是不是大部分单身或者离异。,1,1,2,女性职业
性别,10960,如何看待微博上愈演愈烈的性别对立矛盾？,因为需要一个吸引人注意的，但能控制的话题，如果性别对立不讨论，那讨论那些不该讨论的？,1,2,3,性别对立
性别,6845,为什么有些女生会反感「贤惠」这个词？,我身高一般，就反感女生谈论谁谁谁个子高；我家境一般，就反感女生谈论谁谁谁父母有钱或有权；我长相一般。,1,1,3,反感贤惠
性别,10380,婚姻给了你什么样的勇气去当家庭主妇？,没什么勇气，是舍不得孩子。,1,2,2,家庭主妇
性别,9465,怕因生孩子而耽误事业的女性，她们的事业有多好？,因为我的童年很悲催，父亲很早就离开了我们，然后在后爸的家庭暴力中长大，在我的童年里只有一个词那就是：逃离。,1,0,0,女性职业
性别,10696,如何看待微博上愈演愈烈的性别对立矛盾？,我记得知乎上有一个问题，说辩论赛神操作的。,0,0,0,性别对立
性别,9806,为什么有的人（比如部分 PhD 等高学历者）会对家庭主妇有不屑的情绪？,除了他是你的老师外，还有什么好值得说道的呢？,0,0,0,家庭主妇
性别,13832,既然女权是平权，为什么她们从不正视男性受到的压迫？,题主是从什么地方得出女权是平权的。,0,2,2,歧视男性
性别,8020,是不是男生都觉得男男同性恋很恶心？,事实上我一开始对同性恋并不怎么在意。,1,1,2,同性恋
性别,7875,女同性恋如何做到 30 岁以后的生活不可悲？,不邀自答。 89年生，马上就要满30了，一直筹划在30到来之前给自己及我们一个阶段性的重新开始，和现女友认识四年。,0,0,0,同性恋
性别,8413,如何看待女同性恋中的T?,真的无法理解为啥要分那么多。,1,0,0,女同性恋
性别,6458,同性恋会觉得双性恋恶心吗?,本人女，看了好几个帖子还是忍不住想回答一下，我谈过三任对象，我初中的时候和初恋（男）在一起了两年半，后来因为他出轨分开。,0,0,0,双性恋
性别,12750,为什么现代中国男性受歧视的现象总被忽视？,来，容我一个女生回答一下这个问题。,0,0,0,歧视男性
性别,11298,大学女生成绩普遍比男生好吗，为什么？,我看到上面很多说女生比男生认真等等的。,1,0,0,性别成绩
性别,10393,想知道以男性视角，家里有位全职太太（家庭主妇）是种什么感受？,整天爽的一逼，没啥事就是躺着扣手机，打游戏，那都老惬意了。,1,0,0,家庭主妇
性别,10727,如何看待微博上愈演愈烈的性别对立矛盾？,别的不说，就拿最近的两个事举个例子。,0,0,0,性别对立
性别,9236,做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？,随着云时代的来临，大数据（Big，data）也吸引了越来越多的关注。,1,0,0,女性职业
性别,8568,有什么辨别les的方法吗？,我个人觉得最靠谱的方法还是气场。,0,0,0,女同性恋
性别,13275,作为男性，你在什么时候感受到过性别歧视？,“妹妹还小，你要让着妹妹。”,0,0,0,歧视男性
性别,10181,如何看待高学历女性成为全职家庭主妇？,说浪费国家资源的各位，你们是认真的么…,0,0,0,家庭主妇
性别,14137,为什么男性同性恋更易感染艾滋病？,高中人教版英语选修六有一篇课文，说同性恋并不会增加得艾滋的几率…,1,0,0,男同性恋
性别,7941,女同性恋如何做到 30 岁以后的生活不可悲？,不知不觉就已经过了30岁，30岁是最好的阶段吧，尤其是单身，不用考虑结婚的我们，有了一定的经济基础。,1,0,0,同性恋
性别,6581,如何判断一个妹子是不是女同/双性恋？,我怎么知道。 反正，我不会把自己的头发剪短，随意去撩别人，我不会对任何女生随意抱有高度好感，也不会仓促地公开性取向。,0,1,2,双性恋
性别,9201,做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？,做数据分析的女孩子，职业发展的前景非常广，因为现在各行各业都在强调数据的应用。,0,2,2,女性职业
性别,9646,本人女，想转行去学UI设计，请问就业前景怎么样？,上海随便来个ui岗位，100多人投简历你说呢。,1,0,0,女性职业/UI
性别,6396,小县城的老百姓是怎么看待LGBT群体的？,小县城倒是很看得开，总的是不值得看的热闹吧，放在有些地区的农村，那就是，你便绝户吧。,1,1,2,LGBT
性别,7117,为什么被称“贤惠”会很气愤？,主要就是微博知乎看多了，人的怨气就很大，随便一个小点就容易原地爆炸。,1,2,2,反感贤惠
性别,10913,如何看待微博上愈演愈烈的性别对立矛盾？,总感觉现在这种拳法，带来的恶果最终还是会由女性自己承担。,0,2,3,性别对立
性别,6682,如何判断一个妹子是不是女同/双性恋？,不太赞同用郭，田，等女星来评判，主要看内在气质，简单聊几句就大概能显露。,0,0,0,双性恋
性别,10805,如何看待微博上愈演愈烈的性别对立矛盾？,男权是错误的，同理，女权也是错误的。,1,2,2,性别对立
性别,11585,中国的性别歧视现象严重吗？,忽然想起一个和前男友的死局。,0,1,3,性别歧视
性别,7155,为什么被称“贤惠”会很气愤？,看样子是我太长时间内上网了，竟然贤惠是个不好的词了。,0,2,2,反感贤惠
性别,11919,国内顶尖高校的女毕业生，在就业过程中受到过性别歧视吗？,我是真的带着悲痛的心来回答你这个问题。,0,0,0,性别歧视
性别,10356,婚姻给了你什么样的勇气去当家庭主妇？,还未遇到这样的勇气，毕竟时代进步太快，自己也没有那个信念，让自己自律到脱离职场还不被生活淘汰。,0,1,3,家庭主妇
性别,10995,现在的性别对立什么时候可以结束？,建议有需要的男性收藏，最近的货拉拉事件已经给我当头棒喝，不是你想躲就躲得掉的，司法偏向它你没有办法。,1,2,2,性别对立
性别,8969,三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？,怎么应对？ 要先找到问题的根源！,0,0,0,女性职业
性别,6700,如何判断一个妹子是不是女同/双性恋？,本人双，长发肤白很纤瘦，乍一看是软妹子，颜值6。,0,2,2,双性恋
性别,7916,女同性恋如何做到 30 岁以后的生活不可悲？,为何要可悲呢？ 33岁的时候，我进入了梦寐以求的单位，还有可能做到梦寐以求的岗位。,1,2,2,同性恋
性别,7169,为什么被称“贤惠”会很气愤？,我举的例子可能不太恰当，但应该能稍微表达出我的意思。,0,0,0,反感贤惠
性别,8582,有什么辨别les的方法吗？,直女来答，短发中性风真不一定是t，由于这种大众普遍刻板思想，身边已经被p包围了。,1,0,0,女同性恋
性别,12611,当知道自己是性少数群体后，你做了哪些努力让自己变得更优秀？,开始健身，让自己好看点。,0,0,0,性少数群体
性别,11051,现在的性别对立什么时候可以结束？,很多人（所谓的理中客），之所以反对所谓的性别对立，是因为女权作恶，被越来越多的人察觉，并激烈反对。,0,2,2,性别对立
性别,13495,你在什么时候感觉到了社会对男性的歧视？,当人们说一个男人“不像个男人”时，就是对男性进行性别歧视。,0,2,2,歧视男性
性别,12402,当知道自己是性少数群体后，你做了哪些努力让自己变得更优秀？,我跟你描述一个灵魂，它拥有不谢的青春。,0,0,0,性少数群体
性别,12423,当知道自己是性少数群体后，你做了哪些努力让自己变得更优秀？,少撸管，为了不早泄，少抽烟，为了皮肤好，多提肛，为了不长痔疮，多看书，为了提高学识水平。,1,1,3,性少数群体
性别,8107,有同性恋可以说说自己的故事吗？,本人现在才高三，初中时候不读书，然后参加了篮球队，在篮球队的时候加入了一个外校的女孩子，然后我们就成了一个篮球队。,1,0,0,同性恋
性别,6562,如何判断一个妹子是不是女同/双性恋？,大概就是想象不到她有男朋友的样子吧。,1,1,2,双性恋
性别,7827,女同性恋如何做到 30 岁以后的生活不可悲？,如果单身，一定要警惕直婚拉拉，不要让她们靠近，尤其是装可怜还各种优秀展示的，一定要问清楚她是否直婚，如果是请立刻远离。,1,1,3,同性恋
性别,8405,如何看待女同性恋中的T?,有一种情况是跨性别，我不甚了解，也就不便多言。,1,0,0,女同性恋
性别,7555,如何看待女生不满「男生喜欢温柔贤惠一点的暖妹子」？,… 要求男生减少工作时间同时赚钱，还要兼做家务，要求男生帅气温柔有担当。,1,1,3,反感贤惠
性别,10315,婚姻给了你什么样的勇气去当家庭主妇？,以前没有、以后也不必有。,1,1,2,家庭主妇
性别,9240,做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？,喜欢的事业是不会觉得枯燥的，数据分析可以做。,1,1,2,女性职业
性别,11794,中国的性别歧视现象严重吗？,有，我觉得男性被歧视了。,0,2,3,性别歧视
性别,11714,中国的性别歧视现象严重吗？,现在已经比较公正了，其实抛开歧视不谈，本来就是男女有别啊，男性多数体质好理科思维突出，女性多数体质弱细腻感性。,0,2,3,性别歧视
性别,7172,为什么被称“贤惠”会很气愤？,这个词就是说你是个能干且能干的女的。,1,1,3,反感贤惠
性别,12744,为什么现代中国男性受歧视的现象总被忽视？,所有的歧视的根源基本都是阶级歧视，财富歧视，权力歧视。,1,2,2,歧视男性
性别,9307,做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？,做什么其实都挺枯燥的，关键是在于你是怎么规划的。,1,2,2,女性职业
性别,13078,为什么男性的身体（贞操）不如女性的身体（贞操）珍贵？,奉劝声称女权对男女都有利的人一句，大部分男人不在乎这些利益。,1,2,2,歧视男性
性别,13761,既然女权是平权，为什么她们从不正视男性受到的压迫？,女权=女性有权利，没错吧！,1,2,2,歧视男性
性别,12984,为什么男性的身体（贞操）不如女性的身体（贞操）珍贵？,男的被强奸，未满十四周岁构成猥亵儿童罪，满十四周岁算强制猥亵罪。,0,1,2,歧视男性
性别,8630,有什么辨别les的方法吗？,这很简单，我就是同性恋，当看到另一个les时，就会有感觉，能感觉出来她是弯的，说不清道不明的。,1,0,0,女同性恋
性别,8213,女同性恋如何做到 30 岁以后的生活不可悲？,我不知道这有什么可悲的。,0,0,0,女同性恋
性别,8082,有同性恋可以说说自己的故事吗？,其实最开始，我并不是百合，而是后来被掰弯的，也可能是老天爷不让我去找男的，让我身边有了把我掰弯的人。,0,1,2,同性恋
性别,11638,中国的性别歧视现象严重吗？,严重到舆论认为根本没有性别歧视。,0,2,2,性别歧视
性别,12697,面对性少数（LGBT）群体的平权运动，我们应该有什么样的态度？,我是gay，在婚姻等方面，我希望同等对待，提供法律和政府的认同，平权但是不要打扰别人生活，还有理直气壮的，呵。,1,1,2,性少数群体
性别,8551,有什么辨别les的方法吗？,啊这。 我只能认出t来，也不一定对吧。,0,0,0,女同性恋
性别,11496,大学女生成绩普遍比男生好吗，为什么？,超过1还不被拳师打死？,1,2,3,性别成绩
性别,12019,有什么针对女性性别歧视的解决方法?,谢邀，@Yang，Alex。,0,0,0,性别歧视
性别,9398,怕因生孩子而耽误事业的女性，她们的事业有多好？,家里有皇位要继承的时候，其实我们是不介意生孩子对事业的影响的…,1,2,3,女性职业
性别,11012,现在的性别对立什么时候可以结束？,女拳师首先重拳出击，挑起了这场战争。,0,1,3,性别对立
性别,11173,现在的性别对立什么时候可以结束？,只有女人需要依靠男人过活的时候才会结束。,1,2,3,性别对立
性别,8370,女同性恋如何做到 30 岁以后的生活不可悲？,我是双。 感觉这个题目有毛病，可悲？,1,0,0,女同性恋
性别,13381,作为男性，你在什么时候感受到过性别歧视？,“你男的女的，怎么这个样子啊”“你作为一个男的”受不了，我是个男的就应该干什么干什么吗,1,1,3,歧视男性
性别,13976,既然女权是平权，为什么她们从不正视男性受到的压迫？,画画饼，哄哄你，你还真信了！,1,1,3,歧视男性
性别,6874,为什么有些女生会反感「贤惠」这个词？,你是一只羊。 你喜欢被夸长得胖乎乎，听话又温顺吗？,1,2,3,反感贤惠
性别,9143,做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？,我是一枚做过产品运营，策划，数据分析，数据挖掘，在游戏行业浸淫多年的最老的90后。,1,0,0,女性职业
性别,12815,为什么现代中国男性受歧视的现象总被忽视？,所以说要消除性别刻板印象，实现性别表达自由。,1,2,2,歧视男性
性别,13927,既然女权是平权，为什么她们从不正视男性受到的压迫？,假的，都是假的！ 他们在做戏。,1,0,0,歧视男性
性别,8332,女同性恋如何做到 30 岁以后的生活不可悲？,突然翻到。 我们分手了。,0,0,0,女同性恋
性别,12183,作为一名性少数者，你有想哭的时候吗？,嗯，这个问题是我提的。,0,0,0,性少数群体
性别,9793,为什么有的人（比如部分 PhD 等高学历者）会对家庭主妇有不屑的情绪？,对我来说，从风险角度看，女人做家庭主妇，是不明智的。,0,2,3,家庭主妇
性别,14117,为什么男性同性恋更易感染艾滋病？,苏州同性传染已经比异性传染还要多。,1,0,0,男同性恋
性别,8286,女同性恋如何做到 30 岁以后的生活不可悲？,过了30，生活不可悲，不知道怎样过自己的生活才可悲。,0,0,0,女同性恋
性别,9944,人生目标是做家庭主妇很丢人吗,不丢人，不过在中国做家庭主妇是没有保障的，它和其他的人生目标一样，困难重重，不要认为这个目标很容易实现，路，很难走。,0,2,2,家庭主妇
性别,10219,如何看待高学历女性成为全职家庭主妇？,很好啊，很羡慕啊！ 我多想我老公让我做全职太太，可惜他没那个本事。,0,2,2,家庭主妇
性别,11825,中国的性别歧视现象严重吗？,电竞没女性主要还是因为菜，在主力用户群体都是男性的电竞方面没有女队你觉着合理？,0,2,2,性别歧视
性别,11973,在职业晋升中，女性是否面临性别歧视？体现在哪些方面？,我觉得，与其用歧视理解，不如用选择来理解。,0,2,2,性别歧视
性别,12085,作为一名性少数者，你有想哭的时候吗？,取匿就取匿，干脆丢人就丢到底。,0,0,0,性少数群体
性别,9904,为什么有的人（比如部分 PhD 等高学历者）会对家庭主妇有不屑的情绪？,我从来没有说当家庭主妇就不好。,0,2,2,家庭主妇
性别,11309,大学女生成绩普遍比男生好吗，为什么？,如果是男性成绩普遍比女性好，肯定有人来鼓吹男性智商高了。,0,2,2,性别成绩
性别,8392,如何看待女同性恋中的T?,发现很多人diss，就来回答了。,0,0,0,女同性恋
性别,8403,如何看待女同性恋中的T?,就在刚才，又一个朋友给我发了个抖音，文案写着，拉拉食物链的底层是爷T。,1,1,3,女同性恋
性别,14168,为什么男性同性恋更易感染艾滋病？,因为男同在进行肛交的时候肠壁比较容易破损。,0,1,2,男同性恋
性别,9922,人生目标是做家庭主妇很丢人吗,最近恰好因为一些原因讨论过这个问题，所以来答一下。,0,0,0,家庭主妇
性别,8685,有什么辨别les的方法吗？,直女一般不会说自己是直女，也不会强调，一般强调自己是直的，还总是强调的，一般都是les。,0,1,2,女同性恋
性别,6673,如何判断一个妹子是不是女同/双性恋？,看完之后怀疑自己是les了。,0,0,0,双性恋
性别,10910,如何看待微博上愈演愈烈的性别对立矛盾？,女性觉得自己结婚生出孩子给男方姓，所以彩礼必须有。,1,2,2,性别对立
性别,9468,怕因生孩子而耽误事业的女性，她们的事业有多好？,我妈学历低，职校出身，却在某垄断国企混到了仅次于正副总经理的主任之位。,0,0,0,女性职业
性别,12327,作为一名性少数者，你有想哭的时候吗？,大概就是举目四顾的时候发现一片汪洋吧。,1,0,0,性少数群体
性别,9427,怕因生孩子而耽误事业的女性，她们的事业有多好？,未必多好，起码九成的人知乎大老爷看不上。,0,0,0,女性职业
性别,7867,女同性恋如何做到 30 岁以后的生活不可悲？,不用到30，我二十不到都觉得可悲了。,0,0,0,同性恋
性别,8984,三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？,我认为：使劲卷。 在当下这个很多企业or政府高层都不是女性的情况下，证明没有很多发言权，唯一可以做的就是认清现实。,1,2,2,女性职业
性别,10683,如何看待微博上愈演愈烈的性别对立矛盾？,今天在首页刷到一位已经自杀去世的博主定时发送的，大概是表达事因、自己的心情和对后事的交代的微博，对于事情本身不做评价。,0,0,0,性别对立
性别,11371,大学女生成绩普遍比男生好吗，为什么？,大学文科专业只要肯花心思和时间在学习上，再加上跟老师保持良好的关系，成绩想不好都难。,0,1,2,性别成绩
性别,10292,如何看待高学历女性成为全职家庭主妇？,我站着看，我不觉得高学历女性成为全职太太有什么不好。,0,1,2,家庭主妇
性别,12071,为什么国内提到性别少数群体，发声的普遍都是 Gay?女同、双性恋和跨性别者呢？,其实呢本来应该是一样的，但是可能由于以下几个原因导致局面变了：同性恋。,1,2,2,性少数群体
性别,8945,三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？,别逗了，男女都休产假就能解决职场歧视？,0,2,3,女性职业
性别,12184,作为一名性少数者，你有想哭的时候吗？,只有男女，世界就是灰白两色;有了各位，世界就是彩色的。,1,0,0,性少数群体
性别,11722,中国的性别歧视现象严重吗？,严重。 事实上在世界范围内性别歧视都很严重。,0,2,3,性别歧视
性别,12326,作为一名性少数者，你有想哭的时候吗？,我愿意做出一切我能做出的努力，改变这种局面，哪怕我的力量，微不足道，但我相信，将来的某一天，这个世界，一定能够接受我们。,1,1,2,性少数群体
性别,7378,如何看待女生不满「男生喜欢温柔贤惠一点的暖妹子」？,我觉得还是表达方式的问题，换个情景也许就没有那么多争执了——。,0,0,0,反感贤惠
性别,7426,如何看待女生不满「男生喜欢温柔贤惠一点的暖妹子」？,要是我男朋友对我说想找个贤妻良母的我肯定也炸。,0,2,3,反感贤惠
性别,12771,为什么现代中国男性受歧视的现象总被忽视？,我人生第一次见到某个群体，拼命给自己安上犯罪者的名字。,1,2,2,歧视男性
性别,14002,既然女权是平权，为什么她们从不正视男性受到的压迫？,其实不应该是平权，男女生理差异绝对平等本就不可能，应该是选择权，有权利选择任何自己想干的，不会受到性别歧视。,1,2,2,歧视男性
性别,11818,中国的性别歧视现象严重吗？,看了很多的回答，必须承认国内有这种现象。,1,2,2,性别歧视
性别,7899,女同性恋如何做到 30 岁以后的生活不可悲？,不一定只是同性恋，就算是异性恋30岁之后的生活也要考虑这个问题。,1,2,2,同性恋
性别,11870,国内顶尖高校的女毕业生，在就业过程中受到过性别歧视吗？,今年上海专项选调生名单出来了，录取男女比接近7:1，大约就是录了130男20女。,0,0,0,性别歧视
性别,6438,同性恋会觉得双性恋恶心吗?,当然啊。 会觉得很恶心。,1,1,3,双性恋
性别,9570,怕因生孩子而耽误事业的女性，她们的事业有多好？,我在一家咨询公司，有一定工作强度。,1,0,0,女性职业
性别,10285,如何看待高学历女性成为全职家庭主妇？,這個世界上大多數問題都可以用「關你屁事」或「關我屁事」來回答。,0,0,0,家庭主妇
性别,12823,为什么现代中国男性受歧视的现象总被忽视？,兄弟，因为这个世界还是属于男人的，那些不平等不公正，都是淬火炼金，加油吧，一起变强。,0,2,2,歧视男性
性别,11626,中国的性别歧视现象严重吗？,我觉得不能叫性别歧视，叫性别刻板印象更合适，人们总是觉得女/男孩子就应该xx。,0,2,2,性别歧视
性别,13473,作为男性，你在什么时候感受到过性别歧视？,大学时候和姑娘喝酒，因为性别歧视，啤酒姑娘一杯我得两杯。,1,2,2,歧视男性
性别,14285,如何判断男生是不是gay?,要判断，自然是他不愿意说了。,1,0,0,男同性恋
性别,8263,女同性恋如何做到 30 岁以后的生活不可悲？,我在28岁左右才正式考虑结束单身，那时我思考了性向问题，明确发现结合社会现实我无法喜欢男性，但我喜欢女性。,1,2,2,女同性恋
性别,14066,为什么男性同性恋更易感染艾滋病？,我雖然是Les，但身邊有Gay友，所以多少都會知道一些。,1,0,0,男同性恋
性别,9015,三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？,企业(资本)与个人的矛盾终将被转化为男女矛盾。,1,0,0,女性职业
性别,13519,你在什么时候感觉到了社会对男性的歧视？,在杨笠无差别调侃男性，被举报没事。,1,2,3,歧视男性
性别,8747,有什么辨别les的方法吗？,我是双偏女生。 我感觉可能就是，对于不熟的女孩子突然靠近或者有肢体接触，会很不自在很紧张吧。,0,2,2,女同性恋
性别,7566,如何看待女生不满「男生喜欢温柔贤惠一点的暖妹子」？,看了别人的回答都头头是道的，我也不会说那么多大道理~但是我看了这个聊天记录作为女生。,0,0,0,反感贤惠
性别,10699,如何看待微博上愈演愈烈的性别对立矛盾？,在中国，挑起不了种族矛盾，所以只能挑起性别对立了。,0,2,3,性别对立
性别,13754,既然女权是平权，为什么她们从不正视男性受到的压迫？,我在农村喂过鸡，小时候最喜欢用菜叶子玉米粒什么的逗那些鸡，我明明有一大盆鸡食，却偏偏一点儿一点儿扔。,0,0,0,歧视男性
性别,7571,如何看待女生不满「男生喜欢温柔贤惠一点的暖妹子」？,我觉得不要再强行去扯女权主义的大旗然后觉得自己理直气壮。,1,2,2,反感贤惠
性别,11301,大学女生成绩普遍比男生好吗，为什么？,不存在，最好的几所大学，还是男生占绝对优势。,0,2,2,性别成绩
性别,12432,当知道自己是性少数群体后，你做了哪些努力让自己变得更优秀？,我高中喜欢上了我们班一个男生，但是我不知道他到底是不是GAY。,0,0,0,性少数群体
性别,6164,中国学校存在对 LGBT 学生的霸凌吗？,以我长大的环境来看，很多欺凌在“没有意识到对面是LGBTQ群体”的前提下发生。,1,1,2,LGBT
性别,14246,如何判断男生是不是gay?,这个很难分辨吧，除了那些喜欢化妆的吧。,1,1,3,男同性恋
性别,12698,面对性少数（LGBT）群体的平权运动，我们应该有什么样的态度？,人与人之间，还是要靠心来交流的吧。,1,1,1,性少数群体
性别,11113,现在的性别对立什么时候可以结束？,所谓的性别对立都是表象，根源还是（）不均的问题。,0,2,2,性别对立
性别,12065,现如今哪些行业仍然存在严重的性别歧视?,教师招聘，同一个招聘女的基本985硕士，男的二本民办本科生。,0,0,0,性别歧视
性别,11167,现在的性别对立什么时候可以结束？,国共战争什么时候结束的?,0,0,0,性别对立
性别,10881,如何看待微博上愈演愈烈的性别对立矛盾？,矛盾？ 是单方面挨打吧。,1,2,3,性别对立
性别,9341,怕因生孩子而耽误事业的女性，她们的事业有多好？,和事业好不好有关系吗？,0,0,0,女性职业
性别,12671,面对性少数（LGBT）群体的平权运动，我们应该有什么样的态度？,泻药！ 看回答，这个问题貌似已有一段时间了。,0,0,0,性少数群体
性别,12908,为什么现代中国男性受歧视的现象总被忽视？,还不是因为田园女权太多，男女平等不香嘛非要弄得一边高尚一边低贝戈。,1,2,3,歧视男性
性别,8376,女同性恋如何做到 30 岁以后的生活不可悲？,也是正常人吧，三十四十都一样，有啥好可悲的，都是过日子。,1,0,0,女同性恋
性别,12723,为什么现代中国男性受歧视的现象总被忽视？,这个问题下面的男人居然都在自我反省。,0,0,0,歧视男性
性别,9126,你希望自己女朋友的工作职业是什么？,别太忙，别太累，压力别太大，我辛苦就好了。,1,0,0,女性职业
性别,8201,女同性恋如何做到 30 岁以后的生活不可悲？,没有人的人生是可悲的，在当事人眼里那都是他的选择而已。,0,2,2,女同性恋
性别,13408,作为男性，你在什么时候感受到过性别歧视？,夜店咯，凭什么女的免门票，男的就要花钱？,1,2,3,歧视男性
性别,10679,想知道以男性视角，家里有位全职太太（家庭主妇）是种什么感受？,我本人并没有这样的经历，我父母也都是由自己的工作的，我出生后我在0-4岁因为当时父母还和爷爷奶奶在一起住。,0,0,0,家庭主妇
性别,6192,为什么现在有很多伪LGBT？,借一个外国研究员说的话，世界上的人其实都是双性恋，但只是大家喜欢异性和同性的程度百分比不同罢了。,1,1,2,LGBT
性别,9212,做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？,对于数据分析师来说，刻意练习的关键在于训练的顺序以及寻找合适的训练场景。,1,0,0,女性职业
性别,9013,三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？,是的，有影响，起码我单位已经提高了门槛。,1,2,2,女性职业
